Precipitation,Date.Full,Date.Month,Date.Week of,Date.Year,StationCity,Station.Code,Station.Location,StationState,TempAvg,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Direction,WindSpeed,Population,lat,lon
0.0,2016-01-03,1,3,2016,Concord,CCR,"Concord, CA",California,44,51,37,6,4.06,125880,37.9779776,-122.0310733
1.83,2016-01-10,1,10,2016,Concord,CCR,"Concord, CA",California,49,54,44,18,2.94,125880,37.9779776,-122.0310733
1.22,2016-01-17,1,17,2016,Concord,CCR,"Concord, CA",California,52,57,45,14,4.11,125880,37.9779776,-122.0310733
1.54,2016-01-24,1,24,2016,Concord,CCR,"Concord, CA",California,55,61,48,17,3.75,125880,37.9779776,-122.0310733
0.18,2016-01-31,1,31,2016,Concord,CCR,"Concord, CA",California,54,61,47,15,5.14,125880,37.9779776,-122.0310733
0.02,2016-02-07,2,7,2016,Concord,CCR,"Concord, CA",California,50,60,40,5,3.24,125880,37.9779776,-122.0310733
0.0,2016-02-14,2,14,2016,Concord,CCR,"Concord, CA",California,59,72,45,15,1.77,125880,37.9779776,-122.0310733
0.84,2016-02-21,2,21,2016,Concord,CCR,"Concord, CA",California,57,68,45,15,4.27,125880,37.9779776,-122.0310733
0.0,2016-02-28,2,28,2016,Concord,CCR,"Concord, CA",California,58,70,45,16,1.82,125880,37.9779776,-122.0310733
2.04,2016-03-06,3,6,2016,Concord,CCR,"Concord, CA",California,60,68,53,21,5.7,125880,37.9779776,-122.0310733
2.82,2016-03-13,3,13,2016,Concord,CCR,"Concord, CA",California,55,61,49,22,6.57,125880,37.9779776,-122.0310733
0.09,2016-03-20,3,20,2016,Concord,CCR,"Concord, CA",California,59,70,47,21,3.84,125880,37.9779776,-122.0310733
0.01,2016-03-27,3,27,2016,Concord,CCR,"Concord, CA",California,59,70,47,23,5.62,125880,37.9779776,-122.0310733
0.0,2016-04-03,4,3,2016,Concord,CCR,"Concord, CA",California,61,73,49,25,4.8,125880,37.9779776,-122.0310733
0.93,2016-04-10,4,10,2016,Concord,CCR,"Concord, CA",California,64,73,54,19,4.82,125880,37.9779776,-122.0310733
0.02,2016-04-17,4,17,2016,Concord,CCR,"Concord, CA",California,61,73,49,19,5.37,125880,37.9779776,-122.0310733
0.1,2016-04-24,4,24,2016,Concord,CCR,"Concord, CA",California,65,77,52,25,3.82,125880,37.9779776,-122.0310733
0.0,2016-05-01,5,1,2016,Concord,CCR,"Concord, CA",California,69,86,52,21,0.7,125880,37.9779776,-122.0310733
0.22,2016-05-08,5,8,2016,Concord,CCR,"Concord, CA",California,62,71,54,25,5.8,125880,37.9779776,-122.0310733
0.0,2016-05-15,5,15,2016,Concord,CCR,"Concord, CA",California,65,77,53,25,7.54,125880,37.9779776,-122.0310733
0.0,2016-05-22,5,22,2016,Concord,CCR,"Concord, CA",California,67,79,54,25,8.04,125880,37.9779776,-122.0310733
0.0,2016-05-29,5,29,2016,Concord,CCR,"Concord, CA",California,68,81,55,23,7.4,125880,37.9779776,-122.0310733
0.0,2016-06-05,6,5,2016,Concord,CCR,"Concord, CA",California,76,94,57,31,5.58,125880,37.9779776,-122.0310733
0.0,2016-06-12,6,12,2016,Concord,CCR,"Concord, CA",California,69,81,56,23,9.37,125880,37.9779776,-122.0310733
0.0,2016-06-19,6,19,2016,Concord,CCR,"Concord, CA",California,67,78,56,25,8.3,125880,37.9779776,-122.0310733
0.0,2016-06-26,6,26,2016,Concord,CCR,"Concord, CA",California,76,93,58,25,6.62,125880,37.9779776,-122.0310733
0.0,2016-07-03,7,3,2016,Concord,CCR,"Concord, CA",California,73,88,57,27,7.4,125880,37.9779776,-122.0310733
0.0,2016-07-10,7,10,2016,Concord,CCR,"Concord, CA",California,69,81,56,22,12.07,125880,37.9779776,-122.0310733
0.0,2016-07-17,7,17,2016,Concord,CCR,"Concord, CA",California,74,90,58,25,8.48,125880,37.9779776,-122.0310733
0.0,2016-07-24,7,24,2016,Concord,CCR,"Concord, CA",California,74,90,58,24,7.95,125880,37.9779776,-122.0310733
0.0,2016-07-31,7,31,2016,Concord,CCR,"Concord, CA",California,78,97,58,30,6.65,125880,37.9779776,-122.0310733
0.0,2016-08-07,8,7,2016,Concord,CCR,"Concord, CA",California,71,84,57,24,9.65,125880,37.9779776,-122.0310733
0.0,2016-08-14,8,14,2016,Concord,CCR,"Concord, CA",California,75,92,57,28,7.38,125880,37.9779776,-122.0310733
0.0,2016-08-21,8,21,2016,Concord,CCR,"Concord, CA",California,72,88,57,28,7.2,125880,37.9779776,-122.0310733
0.0,2016-08-28,8,28,2016,Concord,CCR,"Concord, CA",California,70,82,58,25,8.08,125880,37.9779776,-122.0310733
0.0,2016-09-04,9,4,2016,Concord,CCR,"Concord, CA",California,70,81,58,19,12.25,125880,37.9779776,-122.0310733
0.0,2016-09-11,9,11,2016,Concord,CCR,"Concord, CA",California,71,86,56,27,5.35,125880,37.9779776,-122.0310733
0.0,2016-09-18,9,18,2016,Concord,CCR,"Concord, CA",California,69,85,54,29,4.67,125880,37.9779776,-122.0310733
0.0,2016-09-25,9,25,2016,Concord,CCR,"Concord, CA",California,73,87,58,20,4.42,125880,37.9779776,-122.0310733
0.08,2016-10-02,10,2,2016,Concord,CCR,"Concord, CA",California,63,73,53,24,7.2,125880,37.9779776,-122.0310733
0.01,2016-10-09,10,9,2016,Concord,CCR,"Concord, CA",California,65,80,51,16,1.72,125880,37.9779776,-122.0310733
1.14,2016-10-16,10,16,2016,Concord,CCR,"Concord, CA",California,63,72,55,22,6.61,125880,37.9779776,-122.0310733
0.0,2016-10-23,10,23,2016,Concord,CCR,"Concord, CA",California,64,77,51,22,2.12,125880,37.9779776,-122.0310733
1.37,2016-10-30,10,30,2016,Concord,CCR,"Concord, CA",California,64,71,58,20,4.67,125880,37.9779776,-122.0310733
0.09,2016-11-06,11,6,2016,Concord,CCR,"Concord, CA",California,60,70,49,14,2.01,125880,37.9779776,-122.0310733
0.0,2016-11-13,11,13,2016,Concord,CCR,"Concord, CA",California,63,74,51,13,1.64,125880,37.9779776,-122.0310733
0.39,2016-11-20,11,20,2016,Concord,CCR,"Concord, CA",California,55,64,45,20,3.43,125880,37.9779776,-122.0310733
0.47,2016-11-27,11,27,2016,Concord,CCR,"Concord, CA",California,51,59,43,18,2.9,125880,37.9779776,-122.0310733
0.0,2016-12-04,12,4,2016,Concord,CCR,"Concord, CA",California,51,63,39,9,2.4,125880,37.9779776,-122.0310733
1.06,2016-12-11,12,11,2016,Concord,CCR,"Concord, CA",California,49,56,42,18,3.08,125880,37.9779776,-122.0310733
1.07,2016-12-18,12,18,2016,Concord,CCR,"Concord, CA",California,49,56,41,14,4.54,125880,37.9779776,-122.0310733
0.06,2016-12-25,12,25,2016,Concord,CCR,"Concord, CA",California,46,55,36,11,2.38,125880,37.9779776,-122.0310733
0.0,2017-01-01,1,1,2017,Concord,CCR,"Concord, CA",California,45,57,34,9,2.75,125880,37.9779776,-122.0310733
0.0,2016-01-03,1,3,2016,Fresno,FAT,"Fresno, CA",California,46,55,36,25,0.86,509924,36.7468422,-119.7725868
1.28,2016-01-10,1,10,2016,Fresno,FAT,"Fresno, CA",California,47,54,41,17,3.42,509924,36.7468422,-119.7725868
0.13,2016-01-17,1,17,2016,Fresno,FAT,"Fresno, CA",California,51,59,42,9,2.27,509924,36.7468422,-119.7725868
1.96,2016-01-24,1,24,2016,Fresno,FAT,"Fresno, CA",California,53,60,45,19,3.72,509924,36.7468422,-119.7725868
1.05,2016-01-31,1,31,2016,Fresno,FAT,"Fresno, CA",California,50,58,43,16,2.4,509924,36.7468422,-119.7725868
0.0,2016-02-07,2,7,2016,Fresno,FAT,"Fresno, CA",California,47,58,36,20,1.41,509924,36.7468422,-119.7725868
0.0,2016-02-14,2,14,2016,Fresno,FAT,"Fresno, CA",California,58,71,44,15,1.04,509924,36.7468422,-119.7725868
0.33,2016-02-21,2,21,2016,Fresno,FAT,"Fresno, CA",California,56,67,45,22,2.52,509924,36.7468422,-119.7725868
0.0,2016-02-28,2,28,2016,Fresno,FAT,"Fresno, CA",California,59,72,46,20,1.37,509924,36.7468422,-119.7725868
1.19,2016-03-06,3,6,2016,Fresno,FAT,"Fresno, CA",California,61,70,51,15,2.8,509924,36.7468422,-119.7725868
1.74,2016-03-13,3,13,2016,Fresno,FAT,"Fresno, CA",California,55,62,46,10,3.38,509924,36.7468422,-119.7725868
0.0,2016-03-20,3,20,2016,Fresno,FAT,"Fresno, CA",California,61,73,48,20,3.04,509924,36.7468422,-119.7725868
0.0,2016-03-27,3,27,2016,Fresno,FAT,"Fresno, CA",California,59,71,47,29,4.11,509924,36.7468422,-119.7725868
0.0,2016-04-03,4,3,2016,Fresno,FAT,"Fresno, CA",California,67,81,52,32,3.03,509924,36.7468422,-119.7725868
0.95,2016-04-10,4,10,2016,Fresno,FAT,"Fresno, CA",California,67,77,56,30,3.77,509924,36.7468422,-119.7725868
0.0,2016-04-17,4,17,2016,Fresno,FAT,"Fresno, CA",California,63,75,51,23,7.14,509924,36.7468422,-119.7725868
0.09,2016-04-24,4,24,2016,Fresno,FAT,"Fresno, CA",California,68,81,54,20,4.68,509924,36.7468422,-119.7725868
0.06,2016-05-01,5,1,2016,Fresno,FAT,"Fresno, CA",California,72,87,57,13,2.0,509924,36.7468422,-119.7725868
0.23,2016-05-08,5,8,2016,Fresno,FAT,"Fresno, CA",California,68,78,57,30,3.4,509924,36.7468422,-119.7725868
0.0,2016-05-15,5,15,2016,Fresno,FAT,"Fresno, CA",California,73,87,59,30,7.67,509924,36.7468422,-119.7725868
0.0,2016-05-22,5,22,2016,Fresno,FAT,"Fresno, CA",California,70,83,56,30,6.68,509924,36.7468422,-119.7725868
0.0,2016-05-29,5,29,2016,Fresno,FAT,"Fresno, CA",California,71,85,57,30,7.47,509924,36.7468422,-119.7725868
0.0,2016-06-05,6,5,2016,Fresno,FAT,"Fresno, CA",California,86,103,69,29,3.26,509924,36.7468422,-119.7725868
0.06,2016-06-12,6,12,2016,Fresno,FAT,"Fresno, CA",California,79,93,63,31,8.67,509924,36.7468422,-119.7725868
0.0,2016-06-19,6,19,2016,Fresno,FAT,"Fresno, CA",California,72,86,58,30,7.88,509924,36.7468422,-119.7725868
0.0,2016-06-26,6,26,2016,Fresno,FAT,"Fresno, CA",California,83,99,67,30,8.02,509924,36.7468422,-119.7725868
0.0,2016-07-03,7,3,2016,Fresno,FAT,"Fresno, CA",California,86,102,69,30,5.26,509924,36.7468422,-119.7725868
0.0,2016-07-10,7,10,2016,Fresno,FAT,"Fresno, CA",California,80,94,64,30,8.78,509924,36.7468422,-119.7725868
0.0,2016-07-17,7,17,2016,Fresno,FAT,"Fresno, CA",California,83,99,67,30,5.07,509924,36.7468422,-119.7725868
0.0,2016-07-24,7,24,2016,Fresno,FAT,"Fresno, CA",California,82,98,65,31,6.57,509924,36.7468422,-119.7725868
0.0,2016-07-31,7,31,2016,Fresno,FAT,"Fresno, CA",California,90,107,73,30,4.15,509924,36.7468422,-119.7725868
0.0,2016-08-07,8,7,2016,Fresno,FAT,"Fresno, CA",California,82,98,66,30,6.32,509924,36.7468422,-119.7725868
0.0,2016-08-14,8,14,2016,Fresno,FAT,"Fresno, CA",California,84,100,67,29,3.57,509924,36.7468422,-119.7725868
0.0,2016-08-21,8,21,2016,Fresno,FAT,"Fresno, CA",California,85,101,69,31,4.21,509924,36.7468422,-119.7725868
0.0,2016-08-28,8,28,2016,Fresno,FAT,"Fresno, CA",California,79,94,64,30,5.64,509924,36.7468422,-119.7725868
0.0,2016-09-04,9,4,2016,Fresno,FAT,"Fresno, CA",California,75,90,60,30,6.27,509924,36.7468422,-119.7725868
0.0,2016-09-11,9,11,2016,Fresno,FAT,"Fresno, CA",California,79,94,63,29,3.0,509924,36.7468422,-119.7725868
0.0,2016-09-18,9,18,2016,Fresno,FAT,"Fresno, CA",California,73,87,58,25,1.87,509924,36.7468422,-119.7725868
0.0,2016-09-25,9,25,2016,Fresno,FAT,"Fresno, CA",California,74,89,59,19,3.58,509924,36.7468422,-119.7725868
0.0,2016-10-02,10,2,2016,Fresno,FAT,"Fresno, CA",California,65,76,54,31,10.75,509924,36.7468422,-119.7725868
0.0,2016-10-09,10,9,2016,Fresno,FAT,"Fresno, CA",California,66,80,51,24,3.32,509924,36.7468422,-119.7725868
0.0,2016-10-16,10,16,2016,Fresno,FAT,"Fresno, CA",California,69,81,57,21,5.67,509924,36.7468422,-119.7725868
0.03,2016-10-23,10,23,2016,Fresno,FAT,"Fresno, CA",California,65,78,52,25,3.55,509924,36.7468422,-119.7725868
0.64,2016-10-30,10,30,2016,Fresno,FAT,"Fresno, CA",California,66,76,56,11,3.22,509924,36.7468422,-119.7725868
0.0,2016-11-06,11,6,2016,Fresno,FAT,"Fresno, CA",California,61,72,49,26,1.3,509924,36.7468422,-119.7725868
0.0,2016-11-13,11,13,2016,Fresno,FAT,"Fresno, CA",California,65,78,52,15,1.3,509924,36.7468422,-119.7725868
0.51,2016-11-20,11,20,2016,Fresno,FAT,"Fresno, CA",California,56,68,44,18,3.72,509924,36.7468422,-119.7725868
0.87,2016-11-27,11,27,2016,Fresno,FAT,"Fresno, CA",California,51,60,40,15,3.05,509924,36.7468422,-119.7725868
0.0,2016-12-04,12,4,2016,Fresno,FAT,"Fresno, CA",California,46,55,36,27,0.95,509924,36.7468422,-119.7725868
0.41,2016-12-11,12,11,2016,Fresno,FAT,"Fresno, CA",California,51,58,44,19,3.4,509924,36.7468422,-119.7725868
1.62,2016-12-18,12,18,2016,Fresno,FAT,"Fresno, CA",California,50,57,42,22,3.72,509924,36.7468422,-119.7725868
0.39,2016-12-25,12,25,2016,Fresno,FAT,"Fresno, CA",California,43,53,33,18,2.17,509924,36.7468422,-119.7725868
0.09,2017-01-01,1,1,2017,Fresno,FAT,"Fresno, CA",California,44,53,34,24,1.83,509924,36.7468422,-119.7725868
0.0,2016-01-03,1,3,2016,Hayward,HWD,"Hayward, CA",California,47,53,41,6,6.56,151574,37.6688205,-122.0807964
1.15,2016-01-10,1,10,2016,Hayward,HWD,"Hayward, CA",California,51,56,46,11,5.81,151574,37.6688205,-122.0807964
1.04,2016-01-17,1,17,2016,Hayward,HWD,"Hayward, CA",California,54,60,48,13,4.65,151574,37.6688205,-122.0807964
1.15,2016-01-24,1,24,2016,Hayward,HWD,"Hayward, CA",California,55,61,48,18,3.75,151574,37.6688205,-122.0807964
0.11,2016-01-31,1,31,2016,Hayward,HWD,"Hayward, CA",California,54,60,47,17,4.25,151574,37.6688205,-122.0807964
0.05,2016-02-07,2,7,2016,Hayward,HWD,"Hayward, CA",California,52,61,42,15,3.42,151574,37.6688205,-122.0807964
0.0,2016-02-14,2,14,2016,Hayward,HWD,"Hayward, CA",California,59,71,48,19,1.48,151574,37.6688205,-122.0807964
0.5,2016-02-21,2,21,2016,Hayward,HWD,"Hayward, CA",California,57,67,47,18,3.87,151574,37.6688205,-122.0807964
0.0,2016-02-28,2,28,2016,Hayward,HWD,"Hayward, CA",California,59,68,48,22,2.25,151574,37.6688205,-122.0807964
2.26,2016-03-06,3,6,2016,Hayward,HWD,"Hayward, CA",California,60,66,53,23,5.56,151574,37.6688205,-122.0807964
1.81,2016-03-13,3,13,2016,Hayward,HWD,"Hayward, CA",California,56,62,50,21,6.02,151574,37.6688205,-122.0807964
0.0,2016-03-20,3,20,2016,Hayward,HWD,"Hayward, CA",California,59,68,48,28,4.22,151574,37.6688205,-122.0807964
0.07,2016-03-27,3,27,2016,Hayward,HWD,"Hayward, CA",California,57,65,49,27,5.9,151574,37.6688205,-122.0807964
0.0,2016-04-03,4,3,2016,Hayward,HWD,"Hayward, CA",California,59,65,52,29,6.8,151574,37.6688205,-122.0807964
0.49,2016-04-10,4,10,2016,Hayward,HWD,"Hayward, CA",California,63,71,56,29,4.61,151574,37.6688205,-122.0807964
0.07,2016-04-17,4,17,2016,Hayward,HWD,"Hayward, CA",California,61,70,51,28,5.94,151574,37.6688205,-122.0807964
0.15,2016-04-24,4,24,2016,Hayward,HWD,"Hayward, CA",California,63,72,54,28,6.47,151574,37.6688205,-122.0807964
0.0,2016-05-01,5,1,2016,Hayward,HWD,"Hayward, CA",California,69,83,55,30,3.8,151574,37.6688205,-122.0807964
0.06,2016-05-08,5,8,2016,Hayward,HWD,"Hayward, CA",California,61,67,55,28,5.25,151574,37.6688205,-122.0807964
0.0,2016-05-15,5,15,2016,Hayward,HWD,"Hayward, CA",California,62,69,54,29,8.11,151574,37.6688205,-122.0807964
0.04,2016-05-22,5,22,2016,Hayward,HWD,"Hayward, CA",California,64,72,54,28,8.72,151574,37.6688205,-122.0807964
0.0,2016-05-29,5,29,2016,Hayward,HWD,"Hayward, CA",California,64,73,55,28,7.61,151574,37.6688205,-122.0807964
0.0,2016-06-05,6,5,2016,Hayward,HWD,"Hayward, CA",California,70,81,56,30,5.92,151574,37.6688205,-122.0807964
0.0,2016-06-12,6,12,2016,Hayward,HWD,"Hayward, CA",California,65,73,56,29,8.28,151574,37.6688205,-122.0807964
0.0,2016-06-19,6,19,2016,Hayward,HWD,"Hayward, CA",California,65,73,56,28,8.74,151574,37.6688205,-122.0807964
0.0,2016-06-26,6,26,2016,Hayward,HWD,"Hayward, CA",California,67,77,56,28,6.55,151574,37.6688205,-122.0807964
0.0,2016-07-03,7,3,2016,Hayward,HWD,"Hayward, CA",California,66,75,56,31,7.36,151574,37.6688205,-122.0807964
0.0,2016-07-10,7,10,2016,Hayward,HWD,"Hayward, CA",California,64,70,57,28,8.65,151574,37.6688205,-122.0807964
0.0,2016-07-17,7,17,2016,Hayward,HWD,"Hayward, CA",California,66,76,56,29,7.04,151574,37.6688205,-122.0807964
0.0,2016-07-24,7,24,2016,Hayward,HWD,"Hayward, CA",California,66,74,57,28,7.24,151574,37.6688205,-122.0807964
0.0,2016-07-31,7,31,2016,Hayward,HWD,"Hayward, CA",California,69,80,57,30,7.31,151574,37.6688205,-122.0807964
0.0,2016-08-07,8,7,2016,Hayward,HWD,"Hayward, CA",California,65,72,57,29,8.11,151574,37.6688205,-122.0807964
0.0,2016-08-14,8,14,2016,Hayward,HWD,"Hayward, CA",California,67,77,57,29,6.82,151574,37.6688205,-122.0807964
0.0,2016-08-21,8,21,2016,Hayward,HWD,"Hayward, CA",California,66,73,58,31,7.24,151574,37.6688205,-122.0807964
0.0,2016-08-28,8,28,2016,Hayward,HWD,"Hayward, CA",California,66,72,60,30,7.84,151574,37.6688205,-122.0807964
0.0,2016-09-04,9,4,2016,Hayward,HWD,"Hayward, CA",California,63,68,57,27,7.77,151574,37.6688205,-122.0807964
0.0,2016-09-11,9,11,2016,Hayward,HWD,"Hayward, CA",California,67,77,56,30,6.07,151574,37.6688205,-122.0807964
0.0,2016-09-18,9,18,2016,Hayward,HWD,"Hayward, CA",California,66,76,56,27,5.22,151574,37.6688205,-122.0807964
0.0,2016-09-25,9,25,2016,Hayward,HWD,"Hayward, CA",California,69,80,57,28,6.11,151574,37.6688205,-122.0807964
0.0,2016-10-02,10,2,2016,Hayward,HWD,"Hayward, CA",California,61,69,52,28,5.85,151574,37.6688205,-122.0807964
0.01,2016-10-09,10,9,2016,Hayward,HWD,"Hayward, CA",California,66,77,54,28,3.07,151574,37.6688205,-122.0807964
1.69,2016-10-16,10,16,2016,Hayward,HWD,"Hayward, CA",California,62,68,56,25,5.21,151574,37.6688205,-122.0807964
0.0,2016-10-23,10,23,2016,Hayward,HWD,"Hayward, CA",California,63,73,53,29,2.58,151574,37.6688205,-122.0807964
0.93,2016-10-30,10,30,2016,Hayward,HWD,"Hayward, CA",California,65,71,59,20,7.9,151574,37.6688205,-122.0807964
0.03,2016-11-06,11,6,2016,Hayward,HWD,"Hayward, CA",California,61,69,52,24,1.5,151574,37.6688205,-122.0807964
0.0,2016-11-13,11,13,2016,Hayward,HWD,"Hayward, CA",California,64,72,55,22,1.58,151574,37.6688205,-122.0807964
0.06,2016-11-20,11,20,2016,Hayward,HWD,"Hayward, CA",California,57,64,50,20,4.48,151574,37.6688205,-122.0807964
0.64,2016-11-27,11,27,2016,Hayward,HWD,"Hayward, CA",California,53,60,46,18,2.95,151574,37.6688205,-122.0807964
0.0,2016-12-04,12,4,2016,Hayward,HWD,"Hayward, CA",California,51,61,42,12,2.95,151574,37.6688205,-122.0807964
1.08,2016-12-11,12,11,2016,Hayward,HWD,"Hayward, CA",California,53,58,47,20,3.38,151574,37.6688205,-122.0807964
0.86,2016-12-18,12,18,2016,Hayward,HWD,"Hayward, CA",California,51,58,44,11,5.75,151574,37.6688205,-122.0807964
0.56,2016-12-25,12,25,2016,Hayward,HWD,"Hayward, CA",California,48,57,38,14,2.85,151574,37.6688205,-122.0807964
0.0,2017-01-01,1,1,2017,Hayward,HWD,"Hayward, CA",California,48,58,38,10,3.18,151574,37.6688205,-122.0807964
0.0,2016-01-03,1,3,2016,Long Beach,LGB,"Long Beach, CA",California,54,65,43,24,2.13,469428,33.770050399999995,-118.1937395
1.96,2016-01-10,1,10,2016,Long Beach,LGB,"Long Beach, CA",California,55,62,48,23,1.58,469428,33.770050399999995,-118.1937395
0.0,2016-01-17,1,17,2016,Long Beach,LGB,"Long Beach, CA",California,57,65,47,25,2.27,469428,33.770050399999995,-118.1937395
0.06,2016-01-24,1,24,2016,Long Beach,LGB,"Long Beach, CA",California,59,67,51,28,1.72,469428,33.770050399999995,-118.1937395
0.27,2016-01-31,1,31,2016,Long Beach,LGB,"Long Beach, CA",California,59,68,48,25,3.48,469428,33.770050399999995,-118.1937395
0.0,2016-02-07,2,7,2016,Long Beach,LGB,"Long Beach, CA",California,57,71,43,25,4.91,469428,33.770050399999995,-118.1937395
0.0,2016-02-14,2,14,2016,Long Beach,LGB,"Long Beach, CA",California,67,82,51,24,1.98,469428,33.770050399999995,-118.1937395
0.61,2016-02-21,2,21,2016,Long Beach,LGB,"Long Beach, CA",California,64,75,52,25,2.25,469428,33.770050399999995,-118.1937395
0.0,2016-02-28,2,28,2016,Long Beach,LGB,"Long Beach, CA",California,65,77,52,24,1.84,469428,33.770050399999995,-118.1937395
0.38,2016-03-06,3,6,2016,Long Beach,LGB,"Long Beach, CA",California,62,68,55,24,3.25,469428,33.770050399999995,-118.1937395
0.48,2016-03-13,3,13,2016,Long Beach,LGB,"Long Beach, CA",California,59,68,49,26,3.9,469428,33.770050399999995,-118.1937395
0.05,2016-03-20,3,20,2016,Long Beach,LGB,"Long Beach, CA",California,64,73,55,23,2.21,469428,33.770050399999995,-118.1937395
0.0,2016-03-27,3,27,2016,Long Beach,LGB,"Long Beach, CA",California,64,73,54,23,4.4,469428,33.770050399999995,-118.1937395
0.0,2016-04-03,4,3,2016,Long Beach,LGB,"Long Beach, CA",California,65,75,54,26,2.43,469428,33.770050399999995,-118.1937395
0.08,2016-04-10,4,10,2016,Long Beach,LGB,"Long Beach, CA",California,65,72,57,20,2.68,469428,33.770050399999995,-118.1937395
0.0,2016-04-17,4,17,2016,Long Beach,LGB,"Long Beach, CA",California,66,77,55,24,2.9,469428,33.770050399999995,-118.1937395
0.0,2016-04-24,4,24,2016,Long Beach,LGB,"Long Beach, CA",California,69,81,57,26,4.58,469428,33.770050399999995,-118.1937395
0.0,2016-05-01,5,1,2016,Long Beach,LGB,"Long Beach, CA",California,63,68,57,18,3.0,469428,33.770050399999995,-118.1937395
0.05,2016-05-08,5,8,2016,Long Beach,LGB,"Long Beach, CA",California,64,71,58,24,3.44,469428,33.770050399999995,-118.1937395
0.0,2016-05-15,5,15,2016,Long Beach,LGB,"Long Beach, CA",California,65,71,59,24,4.14,469428,33.770050399999995,-118.1937395
0.0,2016-05-22,5,22,2016,Long Beach,LGB,"Long Beach, CA",California,65,70,59,23,4.24,469428,33.770050399999995,-118.1937395
0.0,2016-05-29,5,29,2016,Long Beach,LGB,"Long Beach, CA",California,64,70,58,23,3.35,469428,33.770050399999995,-118.1937395
0.0,2016-06-05,6,5,2016,Long Beach,LGB,"Long Beach, CA",California,68,78,59,23,3.12,469428,33.770050399999995,-118.1937395
0.01,2016-06-12,6,12,2016,Long Beach,LGB,"Long Beach, CA",California,66,70,61,19,3.71,469428,33.770050399999995,-118.1937395
0.0,2016-06-19,6,19,2016,Long Beach,LGB,"Long Beach, CA",California,71,81,61,26,4.74,469428,33.770050399999995,-118.1937395
0.0,2016-06-26,6,26,2016,Long Beach,LGB,"Long Beach, CA",California,73,81,65,18,4.35,469428,33.770050399999995,-118.1937395
0.0,2016-07-03,7,3,2016,Long Beach,LGB,"Long Beach, CA",California,69,73,64,19,3.96,469428,33.770050399999995,-118.1937395
0.0,2016-07-10,7,10,2016,Long Beach,LGB,"Long Beach, CA",California,73,80,64,26,3.18,469428,33.770050399999995,-118.1937395
0.0,2016-07-17,7,17,2016,Long Beach,LGB,"Long Beach, CA",California,73,81,65,25,3.01,469428,33.770050399999995,-118.1937395
0.0,2016-07-24,7,24,2016,Long Beach,LGB,"Long Beach, CA",California,78,89,67,24,3.54,469428,33.770050399999995,-118.1937395
0.0,2016-07-31,7,31,2016,Long Beach,LGB,"Long Beach, CA",California,79,87,70,24,3.45,469428,33.770050399999995,-118.1937395
0.0,2016-08-07,8,7,2016,Long Beach,LGB,"Long Beach, CA",California,75,82,67,26,3.17,469428,33.770050399999995,-118.1937395
0.0,2016-08-14,8,14,2016,Long Beach,LGB,"Long Beach, CA",California,74,82,66,26,4.0,469428,33.770050399999995,-118.1937395
0.0,2016-08-21,8,21,2016,Long Beach,LGB,"Long Beach, CA",California,75,87,63,30,5.18,469428,33.770050399999995,-118.1937395
0.0,2016-08-28,8,28,2016,Long Beach,LGB,"Long Beach, CA",California,72,80,65,25,2.81,469428,33.770050399999995,-118.1937395
0.0,2016-09-04,9,4,2016,Long Beach,LGB,"Long Beach, CA",California,71,76,66,19,2.55,469428,33.770050399999995,-118.1937395
0.0,2016-09-11,9,11,2016,Long Beach,LGB,"Long Beach, CA",California,71,79,64,27,4.17,469428,33.770050399999995,-118.1937395
0.0,2016-09-18,9,18,2016,Long Beach,LGB,"Long Beach, CA",California,70,78,61,24,2.8,469428,33.770050399999995,-118.1937395
0.0,2016-09-25,9,25,2016,Long Beach,LGB,"Long Beach, CA",California,75,86,63,26,3.01,469428,33.770050399999995,-118.1937395
0.0,2016-10-02,10,2,2016,Long Beach,LGB,"Long Beach, CA",California,68,80,64,25,1.9,469428,33.770050399999995,-118.1937395
0.0,2016-10-09,10,9,2016,Long Beach,LGB,"Long Beach, CA",California,71,82,58,25,2.85,469428,33.770050399999995,-118.1937395
0.0,2016-10-16,10,16,2016,Long Beach,LGB,"Long Beach, CA",California,68,75,60,27,3.64,469428,33.770050399999995,-118.1937395
0.3,2016-10-23,10,23,2016,Long Beach,LGB,"Long Beach, CA",California,72,83,59,23,2.18,469428,33.770050399999995,-118.1937395
0.11,2016-10-30,10,30,2016,Long Beach,LGB,"Long Beach, CA",California,69,77,60,29,3.25,469428,33.770050399999995,-118.1937395
0.0,2016-11-06,11,6,2016,Long Beach,LGB,"Long Beach, CA",California,66,76,56,22,1.83,469428,33.770050399999995,-118.1937395
0.0,2016-11-13,11,13,2016,Long Beach,LGB,"Long Beach, CA",California,73,88,58,28,2.38,469428,33.770050399999995,-118.1937395
0.42,2016-11-20,11,20,2016,Long Beach,LGB,"Long Beach, CA",California,64,74,53,26,1.54,469428,33.770050399999995,-118.1937395
0.78,2016-11-27,11,27,2016,Long Beach,LGB,"Long Beach, CA",California,60,69,50,28,2.64,469428,33.770050399999995,-118.1937395
0.0,2016-12-04,12,4,2016,Long Beach,LGB,"Long Beach, CA",California,56,67,45,19,1.72,469428,33.770050399999995,-118.1937395
